0.0	0.0
-61.0	393.0
-122.0	776.2
-183.0	1149.6
-244.0	1513.1999999999998
-305.0	1866.9999999999998
-366.0	2210.9999999999995
-427.0	2545.1999999999994
-488.0	2869.5999999999995
-549.0	3184.1999999999994
-610.0	3488.999999999999
-671.0	3783.999999999999
-732.0	4069.199999999999
-793.0	4344.5999999999985
-854.0	4610.199999999998
-915.0	4865.999999999998
-976.0	5111.999999999998
-1037.0	5348.199999999998
-1098.0	5574.599999999998
-1159.0	5791.199999999997
-1220.0	5997.999999999997
-1281.0	6194.999999999997
-1342.0	6382.199999999997
-1403.0	6559.599999999997
-1464.0	6727.199999999996
-1525.0	6884.999999999996
-1586.0	7032.999999999996
-1647.0	7171.199999999996
-1708.0	7299.599999999996
-1769.0	7418.199999999995
-1830.0	7526.9999999999945
-1891.0	7625.9999999999945
-1952.0	7715.199999999994
-2013.0	7794.599999999994
-2074.0	7864.199999999993
-2135.0	7923.999999999993
-2196.0	7973.999999999993
-2257.0	8014.1999999999925
-2318.0	8044.599999999992
-2379.0	8065.199999999992
-2440.0	8075.999999999991
-2501.0	8076.999999999991
-2562.0	8068.199999999991
-2623.0	8049.59999999999
-2684.0	8021.19999999999
-2745.0	7982.999999999989
-2806.0	7934.999999999989
-2867.0	7877.199999999989
-2928.0	7809.5999999999885
-2989.0	7732.199999999988
-3050.0	7644.999999999987
-3111.0	7547.999999999987
-3172.0	7441.199999999987
-3233.0	7324.599999999987
-3294.0	7198.199999999986
-3355.0	7061.999999999985
-3416.0	6915.999999999985
-3477.0	6760.199999999985
-3538.0	6594.599999999985
-3599.0	6419.199999999984
-3660.0	6233.999999999984
-3721.0	6038.999999999984
-3782.0	5834.199999999983
-3843.0	5619.599999999983
-3904.0	5395.1999999999825
-3965.0	5160.999999999982
-4026.0	4916.999999999982
-4087.0	4663.199999999982
-4148.0	4399.599999999981
-4209.0	4126.199999999981
-4270.0	3842.9999999999804
-4331.0	3549.99999999998
-4392.0	3247.1999999999794
-4453.0	2934.599999999979
-4514.0	2612.1999999999784
-4575.0	2279.999999999978
-4636.0	1937.9999999999777
-4697.0	1586.199999999977
-4758.0	1224.5999999999765
-4819.0	853.199999999976
-4880.0	471.9999999999754
-4941.0	80.99999999997482
0.0	0.0
-91.0	380.0
-182.0	750.2
-273.0	1110.6
-364.0	1461.1999999999998
-455.0	1801.9999999999998
-546.0	2132.9999999999995
-637.0	2454.1999999999994
-728.0	2765.5999999999995
-819.0	3067.1999999999994
-910.0	3358.999999999999
-1001.0	3640.999999999999
-1092.0	3913.199999999999
-1183.0	4175.5999999999985
-1274.0	4428.199999999998
-1365.0	4670.999999999998
-1456.0	4903.999999999998
-1547.0	5127.199999999998
-1638.0	5340.599999999998
-1729.0	5544.199999999997
-1820.0	5737.999999999997
-1911.0	5921.999999999997
-2002.0	6096.199999999997
-2093.0	6260.599999999997
-2184.0	6415.199999999996
-2275.0	6559.999999999996
-2366.0	6694.999999999996
-2457.0	6820.199999999996
-2548.0	6935.599999999996
-2639.0	7041.199999999995
-2730.0	7136.9999999999945
-2821.0	7222.9999999999945
-2912.0	7299.199999999994
-3003.0	7365.599999999994
-3094.0	7422.199999999993
-3185.0	7468.999999999994
-3276.0	7505.999999999994
-3367.0	7533.199999999993
-3458.0	7550.599999999993
-3549.0	7558.1999999999925
-3640.0	7555.999999999993
-3731.0	7543.999999999993
-3822.0	7522.1999999999925
-3913.0	7490.599999999992
-4004.0	7449.199999999992
-4095.0	7397.999999999992
-4186.0	7336.999999999992
-4277.0	7266.199999999992
-4368.0	7185.599999999991
-4459.0	7095.199999999991
-4550.0	6994.999999999991
-4641.0	6884.999999999991
-4732.0	6765.199999999991
-4823.0	6635.59999999999
-4914.0	6496.19999999999
-5005.0	6346.999999999989
-5096.0	6187.999999999989
-5187.0	6019.199999999989
-5278.0	5840.5999999999885
-5369.0	5652.199999999988
-5460.0	5453.999999999987
-5551.0	5245.999999999987
-5642.0	5028.199999999987
-5733.0	4800.599999999987
-5824.0	4563.199999999986
-5915.0	4315.999999999985
-6006.0	4058.999999999985
-6097.0	3792.1999999999844
-6188.0	3515.599999999984
-6279.0	3229.1999999999834
-6370.0	2932.999999999983
-6461.0	2626.9999999999827
-6552.0	2311.199999999982
-6643.0	1985.5999999999817
-6734.0	1650.1999999999812
-6825.0	1304.9999999999807
-6916.0	949.9999999999802
-7007.0	585.1999999999797
-7098.0	210.59999999997916
0.0	0.0
96.0	361.0
192.0	712.2
288.0	1053.6
384.0	1385.1999999999998
480.0	1706.9999999999998
576.0	2018.9999999999998
672.0	2321.2
768.0	2613.6
864.0	2896.2
960.0	3168.9999999999995
1056.0	3431.9999999999995
1152.0	3685.1999999999994
1248.0	3928.5999999999995
1344.0	4162.199999999999
1440.0	4385.999999999999
1536.0	4599.999999999999
1632.0	4804.199999999999
1728.0	4998.5999999999985
1824.0	5183.199999999998
1920.0	5357.999999999998
2016.0	5522.999999999998
2112.0	5678.199999999998
2208.0	5823.599999999998
2304.0	5959.199999999997
2400.0	6084.999999999997
2496.0	6200.999999999997
2592.0	6307.199999999997
2688.0	6403.599999999997
2784.0	6490.199999999996
2880.0	6566.999999999996
2976.0	6633.999999999996
3072.0	6691.199999999996
3168.0	6738.599999999996
3264.0	6776.199999999995
3360.0	6803.999999999995
3456.0	6821.999999999995
3552.0	6830.199999999995
3648.0	6828.599999999995
3744.0	6817.199999999994
3840.0	6795.9999999999945
3936.0	6764.9999999999945
4032.0	6724.199999999994
4128.0	6673.599999999994
4224.0	6613.199999999993
4320.0	6542.999999999994
4416.0	6462.999999999994
4512.0	6373.199999999993
4608.0	6273.599999999993
4704.0	6164.1999999999925
4800.0	6044.999999999993
4896.0	5915.999999999993
4992.0	5777.1999999999925
5088.0	5628.599999999992
5184.0	5470.199999999992
5280.0	5301.999999999991
5376.0	5123.999999999991
5472.0	4936.199999999991
5568.0	4738.59999999999
5664.0	4531.19999999999
5760.0	4313.999999999989
5856.0	4086.9999999999886
5952.0	3850.1999999999884
6048.0	3603.599999999988
6144.0	3347.1999999999875
6240.0	3080.9999999999873
6336.0	2804.999999999987
6432.0	2519.199999999986
6528.0	2223.599999999986
6624.0	1918.1999999999853
6720.0	1602.9999999999848
6816.0	1277.9999999999843
6912.0	943.1999999999839
7008.0	598.5999999999834
7104.0	244.19999999998294
0.0	0.0
15.0	226.0
30.0	442.2
45.0	648.5999999999999
60.0	845.1999999999998
75.0	1031.9999999999998
90.0	1208.9999999999998
105.0	1376.1999999999998
120.0	1533.5999999999997
135.0	1681.1999999999996
150.0	1818.9999999999995
165.0	1946.9999999999995
180.0	2065.1999999999994
195.0	2173.5999999999995
210.0	2272.1999999999994
225.0	2360.999999999999
240.0	2439.999999999999
255.0	2509.199999999999
270.0	2568.599999999999
285.0	2618.199999999999
300.0	2657.9999999999986
315.0	2687.9999999999986
330.0	2708.1999999999985
345.0	2718.5999999999985
360.0	2719.1999999999985
375.0	2709.999999999998
390.0	2690.999999999998
405.0	2662.199999999998
420.0	2623.599999999998
435.0	2575.199999999998
450.0	2516.9999999999977
465.0	2448.9999999999977
480.0	2371.1999999999975
495.0	2283.5999999999976
510.0	2186.1999999999975
525.0	2078.9999999999973
540.0	1961.9999999999973
555.0	1835.1999999999973
570.0	1698.5999999999972
585.0	1552.199999999997
600.0	1395.999999999997
615.0	1229.999999999997
630.0	1054.1999999999969
645.0	868.5999999999967
660.0	673.1999999999966
675.0	467.9999999999965
690.0	252.99999999999633
705.0	28.19999999999618
0.0	0.0
48.0	372.0
96.0	734.2
144.0	1086.6
192.0	1429.1999999999998
240.0	1761.9999999999998
288.0	2084.9999999999995
336.0	2398.1999999999994
384.0	2701.5999999999995
432.0	2995.1999999999994
480.0	3278.999999999999
528.0	3552.999999999999
576.0	3817.199999999999
624.0	4071.5999999999985
672.0	4316.199999999998
720.0	4550.999999999998
768.0	4775.999999999998
